NAMELSAD,std_dev_all,std_dev_2,std_dev_3,std_dev_4,std_dev_5,std_dev_6,std_dev_7,std_dev_8,std_dev_9,std_dev_10,std_dev_11,std_dev_12,std_dev_13,std_dev_14,std_dev_15,avg_std_dev_2_to_4,count_centers
"Charlotte-Concord-Gastonia, NC-SC Metro Area",0.5487096960000198,0.031797016321505445,0.08334419982020047,0.156518299200604,0.22009927183289435,0.2724343508809921,0.3159523147293295,0.35273433693738887,0.3843783409171293,0.4119137797034361,0.43611089860170604,0.4575719223644723,0.47672082089908874,0.4939492607022452,0.509508813231371,0.09055317178076998,18
"Charlottesville, VA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Chattanooga, TN-GA Metro Area",0.08142973022476907,0.08142973022476907,,,,,,,,,,,,,,0.0,2
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",0.5422495746109297,0.2414363099624851,0.23505855594030367,0.2560102223418462,0.2881000891500354,0.31701796721933706,0.345586690293917,0.3723343097208912,0.39701140124578105,0.4195308145457427,0.440040267914236,0.4587392440913596,0.4757350740437082,0.49130932298741137,0.5055974942746594,0.24416836274821166,18
"Chico, CA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Cincinnati, OH-KY-IN Metro Area",0.46233127553495246,0.32869036304885,0.22906849527268947,0.2448582726348425,0.28117533009203255,0.3156221024836594,0.3475188494035132,0.3763158840341023,0.40143466412879136,0.4240159896342536,0.4440600573151462,0.46233127553495246,,,,0.26753904365212733,12
"Clarksville, TN-KY Metro Area",0.43942926802652904,0.6249512235910586,0.5733343829417177,0.46975175587216544,0.43942926802652904,,,,,,,,,,,0.5560124541349806,5
"Cleveland, TN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Cleveland-Elyria, OH Metro Area",0.5998499749327555,0.26030814464971985,0.17456384251151402,0.20418478852234234,0.24786794199181672,0.2897677234837883,0.3271732783089911,0.3600504450476171,0.38899532511990975,0.41458666283109913,0.4372956316675264,0.4574509902418116,0.47553047641298307,0.4918731914319453,0.5067612765188189,0.21301892522785873,24
"Coeur d'Alene, ID Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"College Station-Bryan, TX Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Colorado Springs, CO Metro Area",0.3421918758231566,0.28916528641520045,0.24973236978421165,0.2706130343221095,0.3066181466837543,0.3421918758231566,,,,,,,,,,0.2698368968405072,6
"Columbia, MO Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Columbia, SC Metro Area",0.317328222344083,0.43639100407295905,0.450400725242736,0.3489994676004117,0.317328222344083,,,,,,,,,,,0.4119303989720356,5
"Columbus, GA-AL Metro Area",0.1978453802949014,0.15309338198706257,0.14498463199610345,0.1978453802949014,,,,,,,,,,,,0.16530779809268914,4
"Columbus, IN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Columbus, OH Metro Area",0.6076127093934204,0.19842746533821498,0.23147378896483217,0.2867710252782405,0.3297388627726403,0.3655720150983338,0.39749277159023555,0.42571580819139376,0.4502107446930562,0.4715350234668807,0.49040960632996444,0.5071897268924912,0.5216637576994444,0.5345394685610576,0.5465607738611044,0.2388907598604292,22
"Corpus Christi, TX Metro Area",0.1647582883470533,0.043258051891244764,0.09386689764288314,0.1647582883470533,,,,,,,,,,,,0.10062774596039374,4
"Corvallis, OR Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Crestview-Fort Walton Beach-Destin, FL Metro Area",0.17629698336741362,0.17629698336741362,,,,,,,,,,,,,,0.0,2
"Cumberland, MD-WV Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Dallas-Fort Worth-Arlington, TX Metro Area",0.49490606891911704,0.8514658250975833,0.8469361491390679,0.6109673283099535,0.5297333079260427,0.49899088731820085,0.4695909270910257,0.4575982021861159,0.4540796051808105,0.43415832739258875,0.42550891884960984,0.41302065709865843,0.40699159126647155,0.4042739409050857,0.40460764878508493,0.769789767515535,33
"Dalton, GA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Danville, IL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Daphne-Fairhope-Foley, AL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Davenport-Moline-Rock Island, IA-IL Metro Area",0.35635836859080516,0.45931651749389746,0.30945850501798333,0.2956596518513196,0.31603455112955636,0.3363309368962075,0.35635836859080516,,,,,,,,,0.35481155812106674,7
"Dayton-Kettering, OH Metro Area",0.4068995581778284,0.09781919111816018,0.1485859013602837,0.20776710772871165,0.26221686220993234,0.308473511690324,0.34647856286521417,0.37918347313175127,0.4068995581778284,,,,,,,0.15139073340238518,9
"Decatur, AL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Decatur, IL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",0.3444458808478479,0.09480147699456498,0.1448181196428896,0.21007675398837988,0.2614827154782847,0.30601370158435404,0.3444458808478479,,,,,,,,,0.14989878354194483,7
"Denver-Aurora-Lakewood, CO Metro Area",0.5889103091160518,0.3682160712991812,0.3989840607290214,0.43270513905165653,0.43712051175959554,0.42004224088104447,0.42279884170511495,0.43329064659164784,0.44563006314489717,0.45749129606609895,0.4696792836806948,0.4819916818842569,0.4937621751674891,0.5051949093300014,0.5160220706307739,0.3999684236932864,24
"Des Moines-West Des Moines, IA Metro Area",0.3789286782824094,0.10508075293904451,0.14466307589596816,0.20339408765418854,0.25828062796032636,0.30565870109455295,0.3452721162804998,0.3789286782824094,,,,,,,,0.15104597216306706,8
"Detroit-Warren-Dearborn, MI Metro Area",0.5423392183607689,0.9339882812201588,0.5490732065641273,0.3983134279167352,0.3346939790868926,0.32030139418551495,0.3093104261253846,0.31136481738103605,0.32108429300332675,0.3300216201611531,0.3415520728444229,0.3521934884400647,0.3638048504432603,0.3754780460377788,0.3864495368204248,0.6271249719003404,35
"Dothan, AL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Dover, DE Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Dubuque, IA Metro Area",0.2182921596272911,0.2182921596272911,,,,,,,,,,,,,,0.0,2
"Duluth, MN-WI Metro Area",0.14178511119080262,0.11567375313232564,0.14178511119080262,,,,,,,,,,,,,0.0,3
"Durham-Chapel Hill, NC Metro Area",0.2923805568031701,0.649623879366606,0.2923805568031701,,,,,,,,,,,,,0.0,3
"East Stroudsburg, PA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Eau Claire, WI Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"El Paso, TX Metro Area",0.39685142840971965,0.062723333669222,0.11195802578623448,0.18168251675903024,0.2415790155521914,0.2913997886267232,0.3327894500942217,0.36805148899805906,0.39685142840971965,,,,,,,0.11878795873816224,9
"Elkhart-Goshen, IN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Enid, OK Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Erie, PA Metro Area",0.27247939960326684,0.12150016006304021,0.16300798937514238,0.22220256456999876,0.27247939960326684,,,,,,,,,,,0.16890357133606046,5
"Eugene-Springfield, OR Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Evansville, IN-KY Metro Area",0.039113651389451665,0.039113651389451665,,,,,,,,,,,,,,0.0,2
"Fargo, ND-MN Metro Area",0.1562936590202353,0.1562936590202353,,,,,,,,,,,,,,0.0,2
"Farmington, NM Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Fayetteville, NC Metro Area",0.26563675021277056,0.3708004360609164,0.26912260169259705,0.26563675021277056,,,,,,,,,,,,0.301853262655428,4
"Fayetteville-Springdale-Rogers, AR Metro Area",0.17004526983011492,0.045315249581527106,0.09936374826491201,0.17004526983011492,,,,,,,,,,,,0.10490808922551802,4
"Flagstaff, AZ Metro Area",0.20561730936370703,0.20561730936370703,,,,,,,,,,,,,,0.0,2
"Flint, MI Metro Area",0.32102654414527476,0.04815798969917662,0.09643483951183429,0.1658887887545668,0.22734044558923006,0.27874465400426685,0.32102654414527476,,,,,,,,,0.10349387265519257,7
"Florence, SC Metro Area",0.20036778051674142,0.13783523401967157,0.1478755596493253,0.20036778051674142,,,,,,,,,,,,0.1620261913952461,4
"Florence-Muscle Shoals, AL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Fond du Lac, WI Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Fort Collins, CO Metro Area",0.11916886031156948,0.11916886031156948,,,,,,,,,,,,,,0.0,2
"Fort Smith, AR-OK Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Fort Wayne, IN Metro Area",0.14467643631865934,0.12175347536564263,0.14467643631865934,,,,,,,,,,,,,0.0,3
"Fresno, CA Metro Area",0.44480588928421383,0.04722762645914402,0.0997825546333706,0.1723061979540622,0.23497169993771183,0.2855225480358067,0.32775902737074414,0.3636859065170672,0.3946104948069822,0.4215079390818258,0.44480588928421383,,,,,0.10643879301552561,11
"Gadsden, AL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Gainesville, FL Metro Area",0.20025141869973273,0.21308096287931744,0.20025141869973273,,,,,,,,,,,,,0.0,3
"Gainesville, GA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Glens Falls, NY Metro Area",0.23423660728984885,0.23423660728984885,,,,,,,,,,,,,,0.0,2
"Goldsboro, NC Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Grand Forks, ND-MN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Grand Island, NE Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Grand Junction, CO Metro Area",0.29825575464962084,0.29825575464962084,,,,,,,,,,,,,,0.0,2
"Grand Rapids-Kentwood, MI Metro Area",0.37403149695901916,0.1002996772706316,0.14361454733801138,0.20168471999446924,0.25588227075434145,0.30245516036896947,0.3418461145230648,0.37403149695901916,,,,,,,,0.14853298153437075,8
"Grants Pass, OR Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Great Falls, MT Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Greeley, CO Metro Area",0.0744324413660471,0.0744324413660471,,,,,,,,,,,,,,0.0,2
"Green Bay, WI Metro Area",0.4608932202097469,0.5271299930731932,0.5130634471829265,0.4608932202097469,,,,,,,,,,,,0.5003622201552889,4
"Greensboro-High Point, NC Metro Area",0.33279558651235197,0.07999290362942002,0.12066669789332995,0.1882910936873632,0.24548616034699766,0.29283893230178404,0.33279558651235197,,,,,,,,,0.1296502317367044,7
"Greenville, NC Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Greenville-Anderson, SC Metro Area",0.2929239072573293,0.09696851923824334,0.1361265360263486,0.19385005359340046,0.24668590582484295,0.2929239072573293,,,,,,,,,,0.14231503628599748,6
"Gulfport-Biloxi, MS Metro Area",0.4898722411659887,0.7239977413890457,0.5646891581157507,0.5547169733690036,0.5313395963093075,0.5310864066102325,0.5350744341631226,0.4898722411659887,,,,,,,,0.6144679576246,8
"Hagerstown-Martinsburg, MD-WV Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Hammond, LA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Harrisburg-Carlisle, PA Metro Area",0.3818894331221583,0.5088437310936332,0.32304187297992504,0.3183392894822409,0.3443755957953103,0.3624549583007298,0.3818894331221583,,,,,,,,,0.3834082978519331,7
"Harrisonburg, VA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Hartford-East Hartford-Middletown, CT Metro Area",0.41424831703433707,0.18351346603674157,0.19608243830706606,0.2468636452429499,0.2879934796511969,0.32683960177729676,0.35956996381007533,0.3890328001284772,0.41424831703433707,,,,,,,0.20881984986225252,9
"Hattiesburg, MS Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Hickory-Lenoir-Morganton, NC Metro Area",0.1767037885926802,0.15526525174398165,0.1767037885926802,,,,,,,,,,,,,0.0,3
"Hinesville, GA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Hot Springs, AR Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Houma-Thibodaux, LA Metro Area",0.38683873147904235,0.4020961720120553,0.38683873147904235,,,,,,,,,,,,,0.0,3
"Houston-The Woodlands-Sugar Land, TX Metro Area",0.5825090032674859,0.7266593083149375,0.27596284842106555,0.2359551963197113,0.25234986571729534,0.2807028353285471,0.3054105503749851,0.3285143227008076,0.3500289212034584,0.37060067777423533,0.38996274221331284,0.40796540248315716,0.42470185850215036,0.4402584031838962,0.45461571224093067,0.4128591176852381,29
"Huntington-Ashland, WV-KY-OH Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Huntsville, AL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Idaho Falls, ID Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Indianapolis-Carmel-Anderson, IN Metro Area",0.6068739453676161,0.5631141734818726,0.38236620869888693,0.3751680728049528,0.3682746057166498,0.37546025503500835,0.3905414443503207,0.4069862186879636,0.42260418520079057,0.43835934564041223,0.4538034559724582,0.46834379750095845,0.48197114008637576,0.49487909240521133,0.5068212023659617,0.44021615166190414,28
"Iowa City, IA Metro Area",0.12208376790909592,0.12208376790909592,,,,,,,,,,,,,,0.0,2
"Ithaca, NY Metro Area",0.21829749890302763,0.21829749890302763,,,,,,,,,,,,,,0.0,2
"Jackson, MI Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Jackson, MS Metro Area",0.3451329246629845,0.17341915940931463,0.17432983263048285,0.21960928036060334,0.26553368387088194,0.3078263445303535,0.3451329246629845,,,,,,,,,0.18911942413346694,7
"Jackson, TN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Jacksonville, FL Metro Area",0.3591018088429089,0.9787950852160127,0.42352992432731007,0.32714900471600783,0.2900611266106484,0.28852416878614573,0.2989494073998903,0.311457271416701,0.327522602176361,0.3436786208053141,0.3591018088429089,,,,,0.5764913380864436,11
"Jacksonville, NC Metro Area",0.161305114638448,0.161305114638448,,,,,,,,,,,,,,0.0,2
"Janesville-Beloit, WI Metro Area",0.5932431732214105,0.5932431732214105,,,,,,,,,,,,,,0.0,2
"Jefferson City, MO Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Johnson City, TN Metro Area",0.11017791023209611,0.11017791023209611,,,,,,,,,,,,,,0.0,2
"Johnstown, PA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Jonesboro, AR Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Joplin, MO Metro Area",0.1178609554310115,0.1178609554310115,,,,,,,,,,,,,,0.0,2
"Kalamazoo-Portage, MI Metro Area",0.14021057347670252,0.14021057347670252,,,,,,,,,,,,,,0.0,2
"Kankakee, IL Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Kansas City, MO-KS Metro Area",0.47332498816673585,0.4668448382975232,0.41670687220447844,0.3707222487592815,0.3563419573693958,0.36783331088009596,0.3854190279559959,0.3997949010240768,0.4159890312616712,0.4311339177742233,0.44622281317025514,0.45999106644369125,0.47332498816673585,,,0.41809131975376107,13
"Kennewick-Richland, WA Metro Area",0.29929127803495104,0.2859775666486607,0.28930214108278474,0.29929127803495104,,,,,,,,,,,,0.29152366192213214,4
"Killeen-Temple, TX Metro Area",0.3370387876244997,0.2453722317824346,0.22649381604469643,0.2593148810298337,0.29978737264920075,0.3370387876244997,,,,,,,,,,0.2437269762856549,6
"Kingsport-Bristol, TN-VA Metro Area",0.3302777179954507,0.5084874829457118,0.36888755299478415,0.3363114159771572,0.3302777179954507,,,,,,,,,,,0.4045621506392177,5
"Kingston, NY Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Knoxville, TN Metro Area",0.31813782836703053,0.3652968658485092,0.2921996719200576,0.3098944347035264,0.31813782836703053,,,,,,,,,,,0.3224636574906977,5
"Kokomo, IN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"La Crosse-Onalaska, WI-MN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lafayette, LA Metro Area",0.3104452251038914,0.12419864617589471,0.1640620543642759,0.21924236586352674,0.26796909894215815,0.3104452251038914,,,,,,,,,,0.16916768880123245,6
"Lafayette-West Lafayette, IN Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lake Charles, LA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lakeland-Winter Haven, FL Metro Area",0.2853057145179003,0.06156587253105272,0.11374905910085098,0.1795551238974198,0.23796068274751492,0.2853057145179003,,,,,,,,,,0.1182900185097745,6
"Lancaster, PA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lansing-East Lansing, MI Metro Area",0.03840030742204659,0.03840030742204659,,,,,,,,,,,,,,0.0,2
"Laredo, TX Metro Area",0.2896718082375851,0.2183908045977011,0.2516533779256531,0.2896718082375851,,,,,,,,,,,,0.2532386635869798,4
"Las Cruces, NM Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Las Vegas-Henderson-Paradise, NV Metro Area",0.4529105036584198,0.8922145378368296,0.8251339350899823,0.7645118205442263,0.5586081245057994,0.48775808545878596,0.45106746720279634,0.43279004569187063,0.42310589531878384,0.4177147416920918,0.418299469790936,0.4225785721008358,0.4284476851348842,0.43542457006101787,0.4413763482629889,0.827286764490346,18
"Lawrence, KS Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lawton, OK Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lebanon, PA Metro Area",0.06762357222278381,0.06762357222278381,,,,,,,,,,,,,,0.0,2
"Lewiston, ID-WA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lewiston-Auburn, ME Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lexington-Fayette, KY Metro Area",0.2592211237173877,0.777492542709934,0.24621744218884667,0.20192892248737626,0.21456514545606287,0.23479699960171274,0.2592211237173877,,,,,,,,,0.4085463024620523,7
"Lima, OH Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Lincoln, NE Metro Area",0.033674806751009756,0.033674806751009756,,,,,,,,,,,,,,0.0,2
"Little Rock-North Little Rock-Conway, AR Metro Area",0.37951654594527484,0.44659761429723654,0.3672427386215551,0.3241854707413546,0.32362761583947786,0.34043449628778166,0.36113901049893293,0.37951654594527484,,,,,,,,0.3793419412200487,8
"Logan, UT-ID Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Longview, TX Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Longview, WA Metro Area",0.0,,,,,,,,,,,,,,,0.0,1
"Los Angeles-Long Beach-Anaheim, CA Metro Area",0.7776246424219844,0.3028829699685185,0.31879236888002893,0.36122516166031804,0.3679351410034347,0.38594737371802224,0.4027769055131596,0.42120346596697145,0.43921027866434625,0.45648104978375537,0.4714058105845874,0.48484651228930575,0.49756677960143625,0.5096343970978747,0.5210639069956547,0.32763350016962184,92
